ID,damage_grade,Usage
282400,3.0,Private
151692,2.0,Private
317994,2.0,Private
58836,4.0,Public
3380,5.0,Private
16073,5.0,Public
57183,3.0,Private
255866,1.0,Public
318759,3.0,Private
236289,5.0,Private
90797,5.0,Private
18001,5.0,Private
46707,4.0,Public
121444,5.0,Private
26309,4.0,Public
19084,3.0,Private
168005,1.0,Public
137512,5.0,Private
240875,1.0,Private
264678,5.0,Private
1321,5.0,Public
12770,2.0,Private
342633,3.0,Private
175091,5.0,Private
228176,4.0,Private
224060,3.0,Private
125475,1.0,Private
268853,3.0,Public
319761,2.0,Public
157470,1.0,Public
137990,5.0,Private
284139,4.0,Public
343389,2.0,Private
307003,3.0,Public
23142,5.0,Private
346109,3.0,Private
331939,3.0,Public
82410,1.0,Public
93654,4.0,Private
297613,4.0,Private
23444,5.0,Private
204105,3.0,Private
184093,5.0,Private
212889,3.0,Public
378465,5.0,Private
274993,3.0,Public
347193,4.0,Public
368967,5.0,Public
276844,5.0,Public
352208,5.0,Private
127586,4.0,Private
9934,4.0,Private
55189,4.0,Public
224198,2.0,Private
35273,4.0,Private
3384,5.0,Private
106471,3.0,Private
342212,3.0,Private
160893,3.0,Private
310169,3.0,Private
369912,5.0,Private
233631,1.0,Public
186900,5.0,Public
203457,2.0,Private
169630,4.0,Private
237933,5.0,Private
42920,3.0,Private
291238,5.0,Private
51398,1.0,Public
332338,3.0,Private
167840,4.0,Private
146496,5.0,Private
39780,4.0,Public
376597,4.0,Private
337976,5.0,Private
273678,5.0,Private
204660,1.0,Private
148427,4.0,Public
112633,5.0,Public
269533,2.0,Private
352524,4.0,Public
24276,4.0,Public
107348,3.0,Public
379666,5.0,Private
164562,5.0,Private
194631,2.0,Public
58859,1.0,Private
274370,5.0,Private
174236,5.0,Private
230179,5.0,Private
287927,4.0,Private
322786,3.0,Private
155309,4.0,Public
342130,2.0,Private
204655,3.0,Public
188871,3.0,Private
223746,5.0,Private
111090,5.0,Public
268134,5.0,Private
182178,4.0,Public
206565,5.0,Private
297986,5.0,Private
270639,3.0,Private
152381,5.0,Private
222532,5.0,Public
295026,5.0,Private
104859,5.0,Private
52589,4.0,Private
13070,4.0,Public
302008,3.0,Private
147937,5.0,Public
214681,5.0,Private
223591,1.0,Private
71780,4.0,Private
248746,4.0,Public
170991,5.0,Private
376564,1.0,Private
246555,2.0,Private
221276,5.0,Public
343036,2.0,Private
349502,5.0,Private
35792,4.0,Public
99710,5.0,Public
107174,4.0,Private
39042,4.0,Public
310507,2.0,Public
49916,4.0,Private
123992,2.0,Private
257687,3.0,Public
36362,4.0,Public
378744,5.0,Private
377506,5.0,Private
88226,3.0,Public
157272,5.0,Public
152413,3.0,Private
296625,4.0,Private
144073,1.0,Public
231117,3.0,Private
340406,5.0,Private
127365,4.0,Private
36438,4.0,Private
264332,4.0,Private
169012,3.0,Private
218593,5.0,Public
119314,1.0,Private
208946,5.0,Private
286713,5.0,Private
372776,5.0,Public
46799,4.0,Private
355426,5.0,Private
34705,4.0,Private
316472,4.0,Private
260356,3.0,Private
206906,4.0,Public
324809,1.0,Private
199934,2.0,Private
75739,5.0,Private
213376,4.0,Private
48272,5.0,Public
380312,1.0,Private
2249,5.0,Public
108232,2.0,Public
55932,4.0,Private
140925,4.0,Private
163410,5.0,Public
375502,3.0,Public
52409,4.0,Private
29384,3.0,Private
134705,5.0,Private
171429,3.0,Public
137575,5.0,Public
385244,5.0,Private
270990,4.0,Private
233275,5.0,Public
17906,5.0,Public
305705,3.0,Private
367639,4.0,Private
216034,4.0,Private
286337,5.0,Public
325954,5.0,Private
143877,5.0,Private
321105,1.0,Private
252478,2.0,Private
164234,5.0,Private
62053,4.0,Private
386297,5.0,Private
261214,5.0,Public
201667,5.0,Private
267201,5.0,Public
35367,3.0,Private
4313,5.0,Public
159280,1.0,Private
18070,3.0,Public
186307,4.0,Private
4627,4.0,Private
256529,4.0,Private
151709,4.0,Private
249063,4.0,Private
160579,1.0,Public
317478,3.0,Public
209815,3.0,Private
356396,5.0,Public
248175,4.0,Public
198268,3.0,Private
23352,3.0,Private
265035,4.0,Private
153932,5.0,Public
82077,4.0,Public
359068,2.0,Private
46838,5.0,Private
233835,5.0,Private
265832,1.0,Private
335127,5.0,Public
44745,4.0,Public
112921,4.0,Private
111345,5.0,Private
311519,3.0,Public
149169,5.0,Private
20969,5.0,Private
141448,5.0,Public
84544,1.0,Private
116037,5.0,Private
187588,5.0,Private
97824,4.0,Private
40463,2.0,Public
232532,4.0,Private
150374,5.0,Private
324708,5.0,Private
204480,5.0,Private
55605,4.0,Private
10215,5.0,Private
301851,4.0,Private
62555,2.0,Private
315237,2.0,Private
335055,4.0,Private
217059,5.0,Private
221596,2.0,Private
205803,5.0,Private
379357,1.0,Private
61688,1.0,Public
68961,5.0,Public
383832,5.0,Public
161311,4.0,Private
169347,3.0,Private
336157,5.0,Private
149840,1.0,Public
109450,5.0,Private
45571,4.0,Private
61192,3.0,Public
65354,1.0,Public
319523,3.0,Private
28286,3.0,Private
383504,4.0,Private
73852,4.0,Private
83485,3.0,Private
274161,4.0,Private
153935,3.0,Private
219291,1.0,Public
32008,4.0,Private
179803,5.0,Public
340171,3.0,Private
267337,5.0,Private
46732,5.0,Private
162524,5.0,Public
307795,4.0,Public
115126,5.0,Private
49453,2.0,Public
102706,2.0,Private
10671,5.0,Private
106378,5.0,Private
93002,5.0,Private
154334,1.0,Private
354922,5.0,Private
127882,4.0,Public
239138,2.0,Public
316921,2.0,Private
371456,4.0,Public
286415,5.0,Private
333786,5.0,Private
130680,2.0,Public
180537,5.0,Private
270039,2.0,Public
153428,2.0,Private
225521,3.0,Public
277039,1.0,Private
166322,5.0,Private
16907,3.0,Private
210150,4.0,Private
116448,4.0,Public
315182,5.0,Private
2525,5.0,Private
318435,5.0,Private
214258,3.0,Private
87918,1.0,Private
97123,5.0,Public
8693,5.0,Private
360720,5.0,Private
348959,5.0,Public
243014,2.0,Private
83968,3.0,Private
44812,5.0,Private
190404,5.0,Private
21298,2.0,Private
279538,5.0,Private
369993,2.0,Private
256659,2.0,Public
239896,4.0,Private
286189,5.0,Private
194785,4.0,Private
335082,3.0,Private
322685,3.0,Private
174338,3.0,Private
328573,5.0,Private
285240,5.0,Private
71275,5.0,Private
294269,1.0,Private
79199,4.0,Private
117338,5.0,Private
233031,4.0,Private
141857,5.0,Private
236669,5.0,Private
358802,5.0,Private
134626,4.0,Public
19723,5.0,Private
310775,2.0,Private
345725,5.0,Private
4283,4.0,Private
366463,4.0,Public
284793,1.0,Private
133373,1.0,Public
300967,5.0,Private
155636,4.0,Private
207101,5.0,Private
148829,1.0,Private
293588,1.0,Public
80157,5.0,Private
59693,5.0,Private
267775,5.0,Public
83576,1.0,Public
260085,4.0,Private
362577,1.0,Private
47950,5.0,Public
387292,5.0,Public
13419,5.0,Private
355668,4.0,Public
341194,4.0,Public
162783,5.0,Private
377677,2.0,Private
164247,4.0,Private
364208,2.0,Public
288522,5.0,Public
304825,2.0,Private
91833,5.0,Private
7760,5.0,Private
4904,5.0,Private
238962,1.0,Private
133336,4.0,Private
235023,5.0,Public
335360,5.0,Private
298708,2.0,Private
345681,5.0,Private
236182,5.0,Private
217705,2.0,Public
346296,2.0,Private
51269,4.0,Public
192852,4.0,Private
383201,2.0,Public
323507,1.0,Public
341724,4.0,Private
110190,1.0,Private
253627,5.0,Private
93581,5.0,Private
6355,1.0,Private
270264,3.0,Private
334364,4.0,Public
30192,3.0,Private
376575,4.0,Private
236146,2.0,Public
133153,3.0,Private
229696,3.0,Private
100242,2.0,Private
203254,5.0,Private
338685,3.0,Public
93992,1.0,Private
172873,1.0,Private
78007,1.0,Private
207175,4.0,Private
163005,5.0,Private
143782,4.0,Private
20638,5.0,Private
148877,2.0,Public
116066,3.0,Public
23133,4.0,Public
336488,5.0,Public
127540,5.0,Private
113118,2.0,Private
78925,4.0,Private
262826,4.0,Public
51060,5.0,Private
204326,2.0,Public
61542,5.0,Private
42361,3.0,Private
129611,4.0,Private
326552,4.0,Private
67224,5.0,Private
56287,5.0,Private
337587,4.0,Private
243537,3.0,Private
175758,4.0,Public
321118,5.0,Private
158066,4.0,Private
24771,3.0,Private
377487,4.0,Private
376919,5.0,Private
342031,3.0,Private
101743,1.0,Public
330632,5.0,Private
15944,4.0,Private
234793,4.0,Private
169294,5.0,Private
219429,1.0,Private
174354,2.0,Public
283890,3.0,Public
179598,3.0,Public
271091,5.0,Private
280573,4.0,Public
3016,4.0,Private
89807,5.0,Private
60059,2.0,Private
376390,1.0,Private
165310,4.0,Public
40959,3.0,Private
282681,3.0,Private
198938,5.0,Public
298894,2.0,Private
348567,5.0,Private
209613,3.0,Private
15582,5.0,Public
200924,5.0,Public
368015,1.0,Private
273623,5.0,Private
197890,5.0,Private
284630,4.0,Private
349867,2.0,Private
327629,2.0,Private
211055,4.0,Private
283054,5.0,Private
154113,4.0,Private
78631,3.0,Private
320393,3.0,Public
39225,5.0,Private
244478,5.0,Private
351998,2.0,Private
187251,4.0,Public
360615,5.0,Private
46809,1.0,Private
89356,3.0,Private
177263,5.0,Private
19301,3.0,Public
110976,3.0,Public
378039,1.0,Public
292034,4.0,Private
80581,5.0,Private
324762,5.0,Public
55992,4.0,Private
160778,3.0,Private
175508,5.0,Private
348327,5.0,Private
37786,4.0,Private
113382,5.0,Public
337186,3.0,Private
121489,5.0,Private
226259,3.0,Private
180031,4.0,Public
182011,4.0,Public
357732,4.0,Private
191313,5.0,Private
329073,2.0,Private
50862,4.0,Private
354233,5.0,Private
114721,1.0,Private
34479,5.0,Public
267054,2.0,Public
140369,2.0,Private
76854,5.0,Private
256380,5.0,Private
9632,1.0,Private
304940,5.0,Private
362781,3.0,Private
1933,5.0,Private
332349,1.0,Private
142831,2.0,Private
35147,4.0,Private
84949,3.0,Private
158706,4.0,Public
372341,4.0,Private
25925,2.0,Private
74129,5.0,Private
283645,3.0,Private
109879,4.0,Private
158845,5.0,Private
114918,5.0,Private
56476,2.0,Private
307050,2.0,Public
150793,5.0,Private
189944,4.0,Private
277481,4.0,Private
165199,1.0,Private
206317,3.0,Private
253086,5.0,Private
162866,3.0,Public
33108,1.0,Private
275877,3.0,Private
264772,5.0,Private
300027,4.0,Private
252494,1.0,Private
334356,5.0,Private
96606,4.0,Private
113209,2.0,Private
64943,4.0,Private
350232,1.0,Public
382550,4.0,Public
356113,4.0,Public
59501,4.0,Private
101603,4.0,Private
216272,4.0,Private
339117,1.0,Public
125441,5.0,Public
134491,2.0,Public
98081,5.0,Private
172703,1.0,Private
167746,1.0,Public
13240,4.0,Private
334519,2.0,Private
311632,4.0,Public
31141,5.0,Private
204280,3.0,Public
14484,3.0,Private
45666,3.0,Private
26413,4.0,Public
158065,1.0,Public
26677,4.0,Private
19320,5.0,Private
68088,1.0,Private
375855,2.0,Private
42311,3.0,Private
178359,4.0,Private
153473,2.0,Private
32615,4.0,Private
335198,2.0,Private
125649,1.0,Private
328147,5.0,Public
346523,2.0,Public
231304,4.0,Public
6107,3.0,Public
365046,2.0,Private
180470,3.0,Public
243135,5.0,Private
121494,5.0,Private
364640,4.0,Public
157384,5.0,Private
241013,3.0,Public
338876,4.0,Private
164456,4.0,Private
186209,5.0,Public
13039,4.0,Private
146845,5.0,Public
226643,1.0,Public
335632,5.0,Public
11099,5.0,Public
318467,4.0,Public
100758,5.0,Private
289813,5.0,Private
52489,5.0,Public
347521,5.0,Private
22359,5.0,Private
301051,5.0,Private
111195,5.0,Public
220239,4.0,Private
112441,3.0,Private
185064,2.0,Private
98440,4.0,Public
373368,5.0,Private
302924,2.0,Public
358066,4.0,Private
41353,4.0,Private
283004,3.0,Private
290956,5.0,Public
77537,5.0,Private
246176,3.0,Public
230315,5.0,Public
263618,2.0,Public
111206,2.0,Public
219138,5.0,Public
367782,4.0,Public
360776,3.0,Public
93872,4.0,Private
89210,5.0,Private
278711,5.0,Private
261584,2.0,Private
387016,4.0,Public
248,4.0,Private
247042,3.0,Private
2908,1.0,Public
63533,4.0,Private
250169,5.0,Private
38605,1.0,Public
204168,5.0,Private
98854,4.0,Private
316560,3.0,Private
89049,4.0,Private
360446,3.0,Private
63530,4.0,Private
156063,4.0,Private
91732,5.0,Public
156981,1.0,Public
245273,4.0,Public
208279,4.0,Private
356646,4.0,Public
299156,5.0,Private
119421,4.0,Public
337998,3.0,Private
128554,3.0,Public
187558,4.0,Private
95728,1.0,Private
282307,4.0,Private
246775,4.0,Private
235930,3.0,Private
27489,5.0,Private
318016,4.0,Public
140186,5.0,Private
174570,1.0,Public
93671,2.0,Private
110416,5.0,Public
1795,4.0,Private
330995,5.0,Private
312600,4.0,Private
89027,2.0,Private
22757,5.0,Public
370599,5.0,Private
306519,4.0,Private
235248,5.0,Private
196710,5.0,Private
183826,1.0,Private
375028,1.0,Private
372563,5.0,Private
263232,4.0,Private
238322,4.0,Public
68583,3.0,Private
370667,3.0,Private
107757,5.0,Public
60276,3.0,Private
134373,1.0,Private
210941,3.0,Private
1446,5.0,Private
850,3.0,Public
84096,5.0,Private
86260,5.0,Public
373297,1.0,Public
175291,3.0,Private
69508,5.0,Private
209311,3.0,Public
207913,2.0,Private
213763,2.0,Public
196240,3.0,Public
147614,5.0,Private
265332,5.0,Private
116308,5.0,Private
366875,4.0,Private
385860,5.0,Private
267386,3.0,Public
82094,4.0,Private
318343,4.0,Private
73774,5.0,Private
190830,5.0,Private
370819,5.0,Private
28735,2.0,Private
190129,4.0,Private
214419,5.0,Public
34511,5.0,Private
51231,2.0,Private
131292,5.0,Private
150366,3.0,Private
177252,2.0,Private
339560,5.0,Private
235902,3.0,Public
352928,4.0,Private
52600,5.0,Private
219526,3.0,Private
378230,2.0,Public
186869,2.0,Public
376510,4.0,Public
363425,4.0,Private
275608,3.0,Private
65581,5.0,Private
78148,5.0,Private
126681,4.0,Public
126545,2.0,Public
173722,4.0,Private
44331,4.0,Private
251094,5.0,Private
261235,2.0,Private
232423,3.0,Private
105492,3.0,Public
218744,5.0,Private
31712,4.0,Public
334369,1.0,Public
279097,5.0,Private
3169,5.0,Public
198125,4.0,Public
317509,5.0,Private
384705,5.0,Private
125062,5.0,Public
231232,5.0,Public
293226,1.0,Private
164347,3.0,Public
245728,3.0,Private
294945,3.0,Public
47655,5.0,Public
336335,3.0,Private
29598,3.0,Private
29910,1.0,Private
374935,2.0,Private
120208,5.0,Private
89487,4.0,Public
74536,5.0,Private
4691,4.0,Private
242618,3.0,Public
14911,5.0,Private
342814,5.0,Public
338093,2.0,Private
104591,5.0,Private
142482,2.0,Private
118195,5.0,Private
117706,5.0,Private
120927,3.0,Private
134083,5.0,Private
140985,4.0,Private
184410,5.0,Private
210923,3.0,Private
319989,3.0,Private
77226,1.0,Private
266928,3.0,Public
117505,5.0,Private
358858,5.0,Private
232090,4.0,Public
166566,1.0,Public
247368,1.0,Public
178761,1.0,Private
11807,5.0,Public
171731,4.0,Private
129314,2.0,Public
26847,4.0,Private
247271,2.0,Private
101131,4.0,Private
168577,1.0,Private
368382,4.0,Public
266657,4.0,Private
245851,3.0,Private
72466,4.0,Private
165997,5.0,Public
257474,3.0,Private
52538,3.0,Public
345588,3.0,Public
70641,3.0,Private
114373,3.0,Private
211633,4.0,Public
25190,2.0,Public
64506,1.0,Private
216106,2.0,Private
367899,4.0,Public
5113,3.0,Public
295670,2.0,Private
202241,2.0,Public
4046,5.0,Private
216079,1.0,Public
134300,4.0,Private
149853,3.0,Private
162065,5.0,Private
8536,5.0,Private
246502,5.0,Private
82182,5.0,Private
34151,3.0,Private
148385,5.0,Private
1435,5.0,Private
77518,3.0,Private
171583,5.0,Public
185467,3.0,Private
328113,4.0,Public
114676,2.0,Private
138004,5.0,Private
353095,4.0,Private
293771,5.0,Private
321666,4.0,Private
78649,1.0,Private
286830,1.0,Private
238813,5.0,Public
161157,4.0,Private
64985,3.0,Public
331211,3.0,Public
24117,4.0,Private
131959,5.0,Private
71473,3.0,Public
364666,2.0,Private
351082,5.0,Private
36209,2.0,Private
327042,3.0,Private
62826,4.0,Private
65858,3.0,Public
320569,3.0,Private
277564,4.0,Private
38488,5.0,Private
92490,3.0,Public
187572,4.0,Public
208552,5.0,Public
62793,5.0,Private
72341,4.0,Private
269115,5.0,Private
328415,4.0,Private
308845,5.0,Private
344260,5.0,Private
321752,5.0,Private
194662,4.0,Private
8106,5.0,Private
166015,2.0,Private
291685,1.0,Public
94357,5.0,Private
70079,3.0,Private
292982,5.0,Private
198116,5.0,Private
84424,5.0,Private
188161,4.0,Public
371145,1.0,Public
205845,3.0,Private
142232,1.0,Private
141705,4.0,Public
246307,4.0,Public
290753,3.0,Private
55321,2.0,Private
151721,4.0,Public
366013,4.0,Private
285091,5.0,Public
158921,4.0,Private
123901,5.0,Public
103281,1.0,Private
44143,5.0,Private
282372,3.0,Public
79834,4.0,Private
146409,2.0,Private
62773,5.0,Private
366340,4.0,Public
226090,4.0,Private
182489,3.0,Private
257060,2.0,Private
61705,3.0,Private
243269,5.0,Public
215612,1.0,Private
107339,5.0,Private
81959,4.0,Public
93988,3.0,Private
311465,4.0,Private
25256,4.0,Private
117384,4.0,Public
74204,3.0,Private
116055,1.0,Private
380329,5.0,Public
197730,3.0,Public
314000,5.0,Private
324447,3.0,Private
275634,3.0,Private
333571,1.0,Private
328321,4.0,Private
154186,5.0,Private
245859,1.0,Private
386389,5.0,Private
214640,5.0,Private
295345,1.0,Private
213377,5.0,Private
298878,2.0,Private
75538,1.0,Private
133393,5.0,Private
174708,3.0,Private
173232,1.0,Private
311568,2.0,Private
310729,2.0,Private
156835,3.0,Private
151249,4.0,Public
290734,5.0,Private
343342,2.0,Private
59672,5.0,Public
112801,5.0,Public
100212,4.0,Private
53875,2.0,Public
48021,5.0,Private
100496,1.0,Public
224980,3.0,Private
203243,5.0,Private
194635,4.0,Public
245653,1.0,Private
169929,2.0,Public
127493,1.0,Private
322190,4.0,Private
303227,3.0,Private
282764,5.0,Private
255011,1.0,Private
234979,4.0,Private
38706,4.0,Private
154744,5.0,Public
109768,5.0,Private
132964,4.0,Private
126206,1.0,Public
384933,4.0,Private
277248,2.0,Private
101051,4.0,Private
112767,5.0,Private
119092,3.0,Private
116683,2.0,Public
196206,2.0,Private
208535,3.0,Public
284070,3.0,Public
218437,5.0,Private
25628,4.0,Private
333350,1.0,Private
134362,2.0,Public
277494,4.0,Private
314062,5.0,Private
145115,3.0,Private
311153,5.0,Public
249958,5.0,Public
166466,5.0,Private
385562,4.0,Private
241578,3.0,Public
67028,3.0,Public
122671,5.0,Private
23323,3.0,Public
66633,4.0,Public
6553,4.0,Private
291706,3.0,Private
346880,5.0,Private
246028,5.0,Private
135748,2.0,Private
298110,4.0,Private
96431,5.0,Private
190821,5.0,Private
154363,4.0,Private
259417,5.0,Public
226501,5.0,Public
378720,2.0,Public
66551,4.0,Private
230380,4.0,Public
154916,4.0,Private
82917,4.0,Public
181425,1.0,Public
61092,3.0,Private
321532,4.0,Private
72229,4.0,Public
163701,4.0,Private
261721,4.0,Private
84356,3.0,Private
18754,5.0,Public
17280,2.0,Public
198201,4.0,Private
142111,5.0,Private
182357,1.0,Private
277493,3.0,Public
299446,4.0,Private
340726,1.0,Private
160352,4.0,Public
6363,5.0,Private
253143,3.0,Public
248131,3.0,Private
376035,4.0,Private
309281,1.0,Private
72212,4.0,Private
340708,2.0,Private
87986,3.0,Private
262645,4.0,Private
367364,1.0,Private
95675,3.0,Private
336977,2.0,Private
102021,5.0,Private
362313,5.0,Public
235435,5.0,Public
55549,2.0,Private
33559,3.0,Private
356525,1.0,Public
320230,4.0,Public
247364,5.0,Private
327729,3.0,Private
109290,1.0,Public
51605,5.0,Private
184044,4.0,Private
76797,3.0,Private
263353,5.0,Private
171458,3.0,Private
201167,5.0,Private
235662,2.0,Private
344314,2.0,Private
207034,5.0,Public
231529,2.0,Public
15048,5.0,Public
381231,2.0,Private
385406,5.0,Private
369019,4.0,Private
4593,1.0,Private
64059,5.0,Public
107741,1.0,Public
384526,4.0,Private
317002,2.0,Public
301739,5.0,Private
363064,1.0,Private
137549,3.0,Public
375392,4.0,Public
260579,5.0,Public
187538,5.0,Public
6965,4.0,Private
179802,5.0,Private
51494,5.0,Private
202367,3.0,Private
234141,5.0,Public
270005,5.0,Private
241741,1.0,Public
239468,3.0,Private
259164,5.0,Public
198033,5.0,Private
160537,5.0,Public
248887,2.0,Private
129888,4.0,Private
120222,1.0,Private
371718,3.0,Private
35290,5.0,Private
153073,5.0,Private
136586,4.0,Public
2519,5.0,Private
232168,4.0,Public
109460,2.0,Private
195402,4.0,Public
241393,5.0,Public
255692,1.0,Private
12883,4.0,Public
35192,1.0,Private
276429,5.0,Private
198442,3.0,Private
52031,3.0,Private
85385,5.0,Private
306364,2.0,Private
157548,1.0,Private
168262,1.0,Private
138364,5.0,Private
